<numlayer>,3
<layer2>,32
0,-0.00833155,0.0293588,-0.0508744,0.183538,-0.28956,0.195532,-0.0862148,0.0503555,-0.294992,0.188665,-0.0259102,0.0411084,-0.118992,0.168462,-0.00396741,0.128483,-0.0166631,0.173101,-0.118381,0.100314,-0.247047,0.162023,-0.256386,0.29136,-0.239143,0.175176,-0.0231635,0.056093,-0.235908,0.284433,-0.208136,0.0595721,-0.0443434,0.0730308,-0.232185,0.0256661,-0.0569781,0.259194,-0.118839,0.0368969,-0.0488907,0.262825,-0.260353,0.107364,-0.135411,0.153172,-0.11301,0.142064,-0.121555,0.221412,-0.0969268,0.0600604,-0.0177313,0.00997955,-0.0503861,0.224952,-0.146428,0.215583,-0.131993,0.0873745,-0.0629292,0.245003,-0.198309,0.160314
0,-0.189459,0.136906,-0.20954,0.0548418,-0.229835,0.0163579,-0.0538957,0.0609149,-0.17188,0.0336314,-0.29078,0.224494,-0.0138249,0.238136,-0.0767846,0.19718,-0.283975,0.213721,-0.169683,0.273721,-0.147862,0.0983612,-0.281259,0.225898,-0.176916,0.104587,-0.0283822,0.184301,-0.066805,0.0960417,-0.24192,0.0489822,-0.205084,0.220222,-0.25074,0.101321,-0.109439,0.0638447,-0.0852687,0.0199286,-0.0938139,0.114994,-0.193579,0.191443,-0.121433,0.0742515,-0.00320444,0.268014,-0.188086,0.15244,-0.255013,0.0703452,-0.177435,0.162297,-0.295602,0.126804,-0.163854,0.299692,-0.174841,0.0915555,-0.0672628,0.0344249,-0.201361,0.0947295
0,-0.118564,0.295724,-0.25895,0.102145,-0.171056,0.285714,-0.0588397,0.207923,-0.281777,0.0296335,-0.0937223,0.0550249,-0.152562,0.029664,-0.217963,0.202765,-0.0647908,0.15186,-0.159917,0.276345,-0.236244,0.0767541,-0.0556963,0.217841,-0.191961,0.236702,-0.259346,0.00537126,-0.00622578,0.169012,-0.247291,0.147679,-0.259194,0.0224311,-0.119816,0.125126,-0.0451674,0.0923795,-0.123478,0.244118,-0.298685,0.0866115,-0.267769,0.247505,-0.0476394,0.240852,-0.242439,0.156285,-0.132267,0.225166,-0.173193,0.256386,-0.236213,0.074984,-0.243721,0.0565508,-0.28956,0.216712,-0.124119,0.0559099,-0.166845,0.264779,-0.227149,0.231208
0,-0.226417,0.00158696,-0.289315,0.0662252,-0.183355,0.266762,-0.188604,0.228828,-0.22544,0.0215461,-0.0740684,0.282968,-0.0502335,0.231788,-0.216376,0.0179144,-0.0885342,0.0851772,-0.179144,0.138768,-0.00421155,0.272103,-0.215766,0.294107,-0.263314,0.260079,-0.215278,0.174352,-0.12009,0.0268563,-0.0503555,0.0958892,-0.151067,0.264046,-0.168615,0.130833,-0.241279,0.0429395,-0.207068,0.191626,-0.252602,0.0127567,-0.192114,0.115635,-0.120762,0.213904,-0.127628,0.193548,-0.187475,0.218848,-0.00646992,0.187658,-0.260048,0.215735,-0.000152593,0.253334,-0.298746,0.0805994,-0.197913,0.264901,-0.144932,0.222938,-0.088229,0.150395
0,-0.237007,0.240211,-0.0733055,0.169317,-0.267037,0.204962,-0.0557878,0.0202948,-0.208716,0.119205,-0.268166,0.125065,-0.214911,0.119694,-0.228889,0.279366,-0.264077,0.145756,-0.181249,0.229682,-0.259896,0.0156255,-0.0901517,0.0804163,-0.0422681,0.292062,-0.106052,0.234535,-0.233863,0.112217,-0.170782,0.21482,-0.275521,0.0528581,-0.0447401,0.0303659,-0.257515,0.236,-0.105319,0.173193,-0.289621,0.0786157,-0.0959807,0.136113,-0.294839,0.256722,-0.0842311,0.14127,-0.227668,0.129032,-0.110721,0.0284433,-0.117466,0.0463576,-0.106784,0.103336,-0.201971,0.010712,-0.163854,0.288278,-0.0995209,0.143956,-0.162053,0.103458
0,-0.0616169,0.252632,-0.192511,0.00573748,-0.141331,0.217383,-0.267769,0.229011,-0.143895,0.190405,-0.121616,0.109165,-0.146336,0.299173,-0.197424,0.0917386,-0.273446,0.051973,-0.211615,0.280465,-0.167455,0.14597,-0.122562,0.0912198,-0.220374,0.267006,-0.24012,0.0480972,-0.286721,0.116855,-0.0807215,0.135228,-0.118229,0.0773034,-0.0716269,0.168554,-0.23365,0.278207,-0.0352489,0.172643,-0.142552,0.14597,-0.227088,0.109806,-0.178655,0.0959197,-0.0327158,0.243629,-0.247627,0.0704978,-0.181433,0.200079,-0.253883,0.189459,-0.0135807,0.265877,-0.299234,0.275948,-0.232002,0.214087,-0.00936918,0.102206,-0.154973,0.197913
0,-0.111728,0.296945,-0.131077,0.202185,-0.233833,0.175451,-0.243324,0.192999,-0.20014,0.217109,-0.0724509,0.163274,-0.135685,0.210883,-0.196112,0.261269,-0.0350352,0.0545061,-0.13947,0.0311594,-0.250221,0.0588397,-0.00622578,0.284524,-0.151158,0.214667,-0.22895,0.0557268,-0.165838,0.161992,-0.257912,0.269662,-0.065981,0.285958,-0.24659,0.223853,-0.0759606,0.079989,-0.110385,0.118473,-0.0285653,0.152318,-0.218543,0.0752281,-0.0917997,0.108097,-0.233802,0.0151067,-0.298074,0.176489,-0.293893,0.182592,-0.222175,0.189032,-0.259682,0.183569,-0.224433,0.159459,-0.0694601,0.0569781,-0.0170904,0.0545366,-0.189673,0.0425123
0,-0.0438856,0.257576,-0.148076,0.153172,-0.209784,0.273232,-0.0940275,0.203803,-0.0917997,0.0679037,-0.147618,0.177526,-0.0177618,0.07004,-0.0531022,0.0611591,-0.075045,0.232948,-0.0252388,0.0227973,-0.0356456,0.00851466,-0.0856349,0.0516373,-0.270913,0.0231025,-0.292795,0.271371,-0.206305,0.1695,-0.228767,0.0945769,-0.195898,0.0713828,-0.085696,0.247322,-0.275246,0.205451,-0.00567644,0.152501,-0.172765,0.0234077,-0.0863979,0.118992,-0.1948,0.0132145,-0.268471,0.0791345,-0.0171209,0.0221259,-0.0345775,0.017243,-0.0901822,0.28251,-0.287484,0.209204,-0.067568,0.169469,-0.260872,0.11713,-0.0888699,0.065981,-0.245003,0.15128
0,-0.0205695,0.18717,-0.157567,0.0233161,-0.207739,0.260231,-0.162297,0.0407422,-0.0836818,0.180334,-0.286508,0.11124,-0.189856,0.251289,-0.0211798,0.0305795,-0.227241,0.205817,-0.0182196,0.169927,-0.070101,0.137089,-0.250984,0.257179,-0.0156865,0.00640889,-0.199438,0.124577,-0.273141,0.142613,-0.160344,0.0620136,-0.050325,0.0827052,-0.0151677,0.172338,-0.239113,0.145604,-0.00961333,0.12183,-0.177038,0.22013,-0.217566,0.287027,-0.0894498,0.169103,-0.283425,0.149602,-0.1789,0.192633,-0.0739769,0.130802,-0.208533,0.180425,-0.172216,0.250069,-0.0107425,0.0502945,-0.259621,0.0330821,-0.134129,0.166478,-0.0285653,0.213691
0,-0.0785241,0.0377514,-0.26719,0.256569,-0.203131,0.26838,-0.16596,0.172399,-0.0986053,0.280984,-0.27369,0.114048,-0.283486,0.116001,-0.291971,0.236335,-0.252815,0.132481,-0.102084,0.0580462,-0.25721,0.0402234,-0.154454,0.081576,-0.0102847,0.119846,-0.295969,0.00717185,-0.182684,0.289834,-0.00274667,0.0542314,-0.0478835,0.0460524,-0.0616169,0.277322,-0.29603,0.191687,-0.0585955,0.124973,-0.0880764,0.233283,-0.296121,0.0178838,-0.264626,0.259651,-0.11359,0.00469985,-0.130528,0.262551,-0.258065,0.271676,-0.209937,0.15302,-0.01236,0.0942412,-0.0301828,0.00979644,-0.243294,0.269265,-0.0509659,0.109867,-0.164037,0.0806604
